25, 1 0 -0.092634 -0.403477 1.753147 0.077109 -0.341992 1.851987 -0.017241 -0.144114 1.888605;
26, 1 0 -0.097086 -0.380421 1.749474 0.07514 -0.329158 1.866241 -0.017248 -0.143531 1.888998;
27, 1 0 -0.098818 -0.383255 1.749021 0.07513 -0.328469 1.866697 -0.017084 -0.143285 1.889493;
28, 1 0 -0.094363 -0.394562 1.750534 0.080805 -0.344307 1.854645 -0.01713 -0.143214 1.889546;
29, 1 0 -0.09125 -0.40039 1.750034 0.077352 -0.337748 1.857566 -0.017186 -0.143142 1.889629;
30, 1 0 -0.09129 -0.400371 1.750008 0.076422 -0.336677 1.857993 -0.017024 -0.142884 1.890399;
31, 1 0 -0.095898 -0.355306 1.744664 0.074245 -0.331961 1.858981 -0.017066 -0.142802 1.890461;
32, 1 0 -0.093569 -0.345401 1.744996 0.080426 -0.336578 1.856324 -0.017117 -0.142664 1.8906;
33, 1 0 -0.093822 -0.344603 1.744187 0.082185 -0.342346 1.849708 -0.01715 -0.14257 1.890711;
34, 1 0 -0.097685 -0.332107 1.743264 0.083079 -0.345424 1.84617 -0.017213 -0.142403 1.89088;
35, 1 0 -0.099266 -0.332497 1.743654 0.085284 -0.34796 1.846176 -0.017218 -0.142295 1.890973;
36, 1 0 -0.095289 -0.397361 1.748417 0.085454 -0.348049 1.846248 -0.016988 -0.141855 1.89172;
37, 1 0 -0.092409 -0.398971 1.750867 0.085606 -0.34785 1.847126 -0.017004 -0.141834 1.891723;
38, 1 0 -0.092036 -0.399855 1.751178 0.073647 -0.337878 1.865512 -0.017013 -0.141841 1.89173;
39, 1 0 -0.095284 -0.398656 1.749088 0.071874 -0.331905 1.870784 -0.016997 -0.141874 1.89173;
40, 1 0 -0.100271 -0.3954 1.746493 0.077268 -0.341531 1.870934 -0.017029 -0.141861 1.89181;
41, 1 0 -0.10452 -0.386731 1.742383 0.078377 -0.342811 1.86963 -0.017058 -0.141818 1.892472;
42, 1 0 -0.100431 -0.386729 1.746759 0.080962 -0.344714 1.869255 -0.017115 -0.141825 1.892479;
43, 1 0 -0.098042 -0.390897 1.749504 0.084301 -0.345211 1.870196 -0.017165 -0.141659 1.89323;
44, 1 0 -0.095376 -0.394411 1.749115 0.085213 -0.345907 1.869571 -0.016893 -0.141554 1.894063;
45, 1 0 -0.092182 -0.397288 1.751242 0.085356 -0.345986 1.868703 -0.016924 -0.141559 1.894052;
46, 1 0 -0.093008 -0.395547 1.751609 0.076858 -0.338503 1.870161 -0.016958 -0.141563 1.894042;
47, 1 0 -0.101851 -0.385779 1.748857 0.075005 -0.333219 1.871366 -0.017009 -0.14155 1.894011;
48, 1 0 -0.101401 -0.379621 1.749676 0.072197 -0.330966 1.871219 -0.017036 -0.141515 1.894001;
49, 1 0 -0.100638 -0.378279 1.751207 0.080103 -0.343127 1.863571 -0.017093 -0.141294 1.894643;
50, 1 0 -0.104061 -0.380662 1.699662 0.077599 -0.344956 1.808774 -0.017933 -0.141214 1.892923;
51, 1 0 -0.102012 -0.37995 1.700906 0.076923 -0.345169 1.807605 -0.018702 -0.140641 1.891907;
52, 1 0 -0.100053 -0.379841 1.702033 0.077002 -0.345147 1.807683 -0.019008 -0.140583 1.891322;
53, 1 0 -0.09718 -0.38248 1.707493 0.076961 -0.345483 1.807624 -0.020129 -0.140263 1.890579;
54, 1 0 -0.094264 -0.386171 1.710668 0.080515 -0.344374 1.811504 -0.020744 -0.140042 1.890103;
55, 1 0 -0.092669 -0.394858 1.709184 0.082909 -0.342954 1.814911 -0.021237 -0.139852 1.889856;
56, 1 0 -0.091281 -0.394127 1.710102 0.082691 -0.343055 1.815959 -0.021402 -0.139803 1.889849;
57, 1 0 -0.092556 -0.385974 1.709328 0.082224 -0.343358 1.816174 -0.021398 -0.139823 1.889797;
58, 1 0 -0.09356 -0.376449 1.71012 0.068384 -0.34705 1.804412 -0.021468 -0.13978 1.889795;
59, 1 0 -0.09537 -0.37868 1.710037 0.071815 -0.346717 1.808364 -0.021621 -0.139728 1.889735;
60, 1 0 -0.094291 -0.396436 1.7118 0.088958 -0.33877 1.833225 -0.021632 -0.139669 1.88977;
61, 1 0 -0.09068 -0.406167 1.715073 0.075024 -0.325477 1.841715 -0.021819 -0.139587 1.889766;
62, 1 0 -0.088545 -0.403267 1.717312 0.074163 -0.32567 1.843078 -0.021813 -0.13961 1.889735;
63, 1 0 -0.088654 -0.400565 1.718653 0.072787 -0.326307 1.844551 -0.021817 -0.139642 1.88973;
64, 1 0 -0.089957 -0.397144 1.719519 0.073965 -0.344956 1.827296 -0.021781 -0.139683 1.889666;
65, 1 0 -0.090311 -0.396508 1.720095 0.074686 -0.346453 1.826528 -0.021714 -0.139731 1.889623;
66, 1 0 -0.088966 -0.397612 1.724549 0.07822 -0.346321 1.827205 -0.021645 -0.139797 1.889523;
67, 1 0 -0.089024 -0.40614 1.725011 0.090526 -0.341164 1.837351 -0.021761 -0.139807 1.889484;
68, 1 0 -0.089446 -0.405445 1.725675 0.07905 -0.336314 1.840404 -0.021731 -0.13976 1.889492;
69, 1 0 -0.091987 -0.385801 1.731349 0.075489 -0.333788 1.842224 -0.02163 -0.139794 1.889431;
70, 1 0 -0.10019 -0.376484 1.727004 0.076875 -0.335078 1.840385 -0.0216 -0.139686 1.889343;
71, 1 0 -0.102018 -0.374436 1.728126 0.080581 -0.339471 1.839178 -0.021576 -0.139638 1.889323;
72, 1 0 -0.101173 -0.385384 1.731709 0.081123 -0.341172 1.838834 -0.021517 -0.139704 1.889298;
73, 1 0 -0.095552 -0.391451 1.734075 0.08186 -0.341751 1.839258 -0.021535 -0.139748 1.88935;
74, 1 0 -0.095727 -0.391391 1.734043 0.083973 -0.342897 1.84322 -0.021435 -0.139824 1.889319;
75, 1 0 -0.097048 -0.385039 1.734578 0.085091 -0.343149 1.845459 -0.021387 -0.139801 1.88944;
76, 1 0 -0.09574 -0.351131 1.748788 0.084718 -0.34323 1.845136 -0.021342 -0.139824 1.889433;
77, 1 0 -0.099154 -0.352929 1.742513 0.085167 -0.343347 1.845646 -0.021296 -0.139851 1.88941;
78, 1 0 -0.100514 -0.358059 1.742471 0.083789 -0.344711 1.843264 -0.021237 -0.139869 1.889339;
79, 1 0 -0.106435 -0.376998 1.741143 0.083535 -0.345292 1.84236 -0.021245 -0.13977 1.88926;
80, 1 0 -0.097563 -0.390927 1.739577 0.082713 -0.345844 1.841126 -0.021221 -0.139719 1.889199;
81, 1 0 -0.09764 -0.391053 1.739443 0.073426 -0.340134 1.844051 -0.021132 -0.139758 1.888953;
82, 1 0 -0.104869 -0.377099 1.733825 0.070651 -0.335755 1.846838 -0.020894 -0.139855 1.888683;
83, 1 0 -0.104253 -0.372733 1.735552 0.06812 -0.334514 1.848173 -0.020862 -0.139918 1.888555;
84, 1 0 -0.103857 -0.373694 1.739412 0.068272 -0.331078 1.85115 -0.020808 -0.139983 1.888468;
85, 1 0 -0.10178 -0.382933 1.741993 0.078371 -0.346014 1.845583 -0.020758 -0.140054 1.888414;
86, 1 0 -0.09011 -0.407185 1.747254 0.078953 -0.347095 1.844032 -0.020644 -0.140185 1.888312;
87, 1 0 -0.09121 -0.412176 1.74628 0.077014 -0.343115 1.848686 -0.020536 -0.140417 1.888194;
88, 1 0 -0.091307 -0.411689 1.746719 0.075292 -0.340078 1.852246 -0.020489 -0.140537 1.888113;
89, 1 0 -0.09282 -0.406057 1.746885 0.074285 -0.337499 1.856146 -0.020123 -0.140783 1.887983;
90, 1 0 -0.094158 -0.40316 1.747463 0.080838 -0.345405 1.856432 -0.020095 -0.140809 1.887943;
91, 1 0 -0.094337 -0.402351 1.747969 0.076834 -0.332743 1.863155 -0.019908 -0.141005 1.887928;
92, 1 0 -0.093688 -0.405043 1.749769 0.082263 -0.340341 1.857871 -0.019781 -0.141106 1.887974;
93, 1 0 -0.091751 -0.408158 1.751844 0.079847 -0.33721 1.859338 -0.019378 -0.141288 1.888141;
94, 1 0 -0.091964 -0.40711 1.751275 0.078039 -0.337061 1.859652 -0.019329 -0.14135 1.888212;
95, 1 0 -0.097139 -0.39236 1.748463 0.076384 -0.336434 1.859721 -0.019196 -0.141383 1.888298;
96, 1 0 -0.100471 -0.372971 1.744636 0.080946 -0.339717 1.859443 -0.019177 -0.141379 1.888306;
97, 1 0 -0.097561 -0.357171 1.746705 0.082308 -0.341459 1.85873 -0.019082 -0.141376 1.888371;
98, 1 0 -0.100853 -0.346212 1.745358 0.082765 -0.345209 1.854324 -0.019016 -0.141349 1.888423;
99, 1 0 -0.100373 -0.346562 1.746689 0.084364 -0.347527 1.852806 -0.018991 -0.141347 1.888415;
100, 1 0 -0.10768 -0.363472 1.744788 0.086302 -0.351228 1.851084 -0.018608 -0.141316 1.888529;
101, 1 0 -0.099151 -0.393839 1.747975 0.086808 -0.351627 1.850418 -0.018597 -0.14132 1.888532;
102, 1 0 -0.093308 -0.40336 1.750382 0.086725 -0.351522 1.850252 -0.018217 -0.141578 1.888644;
103, 1 0 -0.094375 -0.404109 1.750017 0.079661 -0.343123 1.857168 -0.018153 -0.141611 1.888665;
104, 1 0 -0.094703 -0.401767 1.750471 0.077625 -0.337638 1.861606 -0.018129 -0.141624 1.888694;
105, 1 0 -0.096567 -0.38282 1.749096 0.076609 -0.33287 1.864328 -0.018104 -0.141582 1.888783;
106, 1 0 -0.097515 -0.380145 1.748419 0.084783 -0.342304 1.865413 -0.01806 -0.141559 1.888907;
107, 1 0 -0.099106 -0.383026 1.748235 0.086361 -0.345086 1.861874 -0.017812 -0.141526 1.8894;
108, 1 0 -0.094328 -0.394736 1.750668 0.08674 -0.346598 1.859653 -0.017819 -0.14153 1.889434;
109, 1 0 -0.091255 -0.400448 1.750117 0.079719 -0.337486 1.860765 -0.017836 -0.141538 1.889496;
110, 1 0 -0.091287 -0.400428 1.750087 0.078215 -0.336319 1.86062 -0.017593 -0.141485 1.890267;
111, 1 0 -0.095903 -0.355235 1.744638 0.075442 -0.331655 1.86075 -0.017603 -0.141474 1.890307;
112, 1 0 -0.093578 -0.345387 1.744971 0.082851 -0.336659 1.859678 -0.017616 -0.141432 1.890422;
113, 1 0 -0.09387 -0.344578 1.744139 0.084963 -0.342389 1.854191 -0.01762 -0.14141 1.890524;
114, 1 0 -0.097687 -0.332123 1.743243 0.085972 -0.34554 1.851081 -0.017645 -0.141339 1.890674;
115, 1 0 -0.099189 -0.332516 1.743651 0.087952 -0.34815 1.851216 -0.017632 -0.141297 1.89076;
116, 1 0 -0.107819 -0.385646 1.757332 0.087932 -0.348228 1.850902 -0.017354 -0.140996 1.891515;
117, 1 0 -0.095062 -0.395431 1.757128 0.088079 -0.347901 1.851651 -0.017357 -0.140996 1.891518;
118, 1 0 -0.093822 -0.397726 1.756172 0.075174 -0.33845 1.866039 -0.017363 -0.14103 1.891536;
119, 1 0 -0.096781 -0.397039 1.752509 0.072512 -0.332063 1.871237 -0.01732 -0.14112 1.891541;
120, 1 0 -0.101247 -0.394348 1.748894 0.078791 -0.34178 1.871161 -0.017339 -0.141139 1.89163;
121, 1 0 -0.105063 -0.386017 1.743663 0.079754 -0.342674 1.871207 -0.017332 -0.14118 1.892324;
122, 1 0 -0.100819 -0.386254 1.747504 0.082676 -0.344711 1.870377 -0.017377 -0.141207 1.892334;
123, 1 0 -0.098227 -0.390635 1.750028 0.08612 -0.345064 1.87149 -0.017394 -0.141118 1.893098;
124, 1 0 -0.095438 -0.394315 1.749466 0.087095 -0.345729 1.870598 -0.017087 -0.141083 1.893958;
125, 1 0 -0.09232 -0.397185 1.751454 0.087148 -0.345742 1.870389 -0.017113 -0.1411 1.89395;
126, 1 0 -0.093189 -0.395469 1.751775 0.077434 -0.338061 1.871062 -0.01714 -0.141115 1.893941;
127, 1 0 -0.102444 -0.385607 1.74889 0.075428 -0.332893 1.871946 -0.017178 -0.141117 1.893916;
128, 1 0 -0.10197 -0.379733 1.749672 0.078929 -0.339295 1.867614 -0.017194 -0.141101 1.89391;
129, 1 0 -0.101096 -0.378338 1.751233 0.082119 -0.34415 1.863985 -0.017234 -0.14093 1.89455;
130, 1 0 -0.103747 -0.380174 1.699819 0.079341 -0.344708 1.808747 -0.018032 -0.140921 1.892862;
131, 1 0 -0.102063 -0.379638 1.700697 0.078651 -0.344978 1.807567 -0.018791 -0.140404 1.891864;
132, 1 0 -0.100113 -0.379594 1.701868 0.078736 -0.344946 1.807649 -0.01909 -0.140373 1.891284;
133, 1 0 -0.097233 -0.382351 1.707439 0.078681 -0.345311 1.807588 -0.020166 -0.140092 1.890554;
134, 1 0 -0.094276 -0.386112 1.710651 0.082021 -0.344213 1.811402 -0.020777 -0.139894 1.89008;
135, 1 0 -0.092672 -0.394845 1.709163 0.084678 -0.342208 1.816326 -0.02126 -0.139722 1.889833;
136, 1 0 -0.091301 -0.394119 1.710077 0.08436 -0.342314 1.817044 -0.021432 -0.139687 1.889826;
137, 1 0 -0.092592 -0.385967 1.709306 0.083788 -0.342702 1.817145 -0.021427 -0.139711 1.889771;
138, 1 0 -0.093662 -0.376438 1.7101 0.070454 -0.346507 1.807664 -0.021493 -0.139674 1.889768;
139, 1 0 -0.095304 -0.378506 1.709953 0.072735 -0.346363 1.80993 -0.021653 -0.139628 1.889707;
140, 1 0 -0.094257 -0.396465 1.711767 0.089315 -0.338661 1.832779 -0.021664 -0.139582 1.88974;
141, 1 0 -0.090636 -0.406176 1.715046 0.075 -0.325296 1.841635 -0.021847 -0.139507 1.889738;
142, 1 0 -0.088559 -0.403286 1.717279 0.074126 -0.325478 1.843021 -0.02184 -0.139533 1.889709;
143, 1 0 -0.088664 -0.400573 1.71863 0.072768 -0.326155 1.844507 -0.021844 -0.139569 1.889709;
144, 1 0 -0.090022 -0.397131 1.719505 0.074755 -0.344843 1.827244 -0.021806 -0.139615 1.889647;
145, 1 0 -0.090405 -0.39649 1.720089 0.075486 -0.346286 1.826495 -0.021736 -0.139667 1.889606;
146, 1 0 -0.089028 -0.397602 1.724551 0.078895 -0.346119 1.827168 -0.021665 -0.139737 1.889507;
147, 1 0 -0.089061 -0.406136 1.725008 0.091108 -0.340688 1.837338 -0.021788 -0.139751 1.889465;
148, 1 0 -0.089506 -0.405386 1.725689 0.079462 -0.336063 1.840398 -0.021757 -0.139706 1.889471;
149, 1 0 -0.092003 -0.385819 1.731335 0.075732 -0.333584 1.842235 -0.021654 -0.139742 1.889407;
150, 1 0 -0.100198 -0.376491 1.726991 0.077264 -0.334934 1.84034 -0.021622 -0.139638 1.889319;
151, 1 0 -0.102025 -0.37444 1.728114 0.081152 -0.339475 1.83912 -0.021598 -0.139593 1.8893;
152, 1 0 -0.101396 -0.385465 1.731592 0.081652 -0.341102 1.838791 -0.021536 -0.139662 1.889274;
153, 1 0 -0.09565 -0.391532 1.734015 0.082684 -0.341864 1.840077 -0.021553 -0.139708 1.889327;
